Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	KRAS interactome	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36
+	1.62717832462705	-0.951916376749676	A0A087X1N8;A0A024QZX5;P35237	A0A087X1N8	Serpin B6	SERPINB6	2	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	9.4	9.4	9.4	44.822	0	11.444	875860000	56	21.8642349243164	22.1474952697754	22.0798511505127	21.4281463623047	20.5859870910645	21.2216987609863
	0.756534108342883	-0.271001815795898	Q00341;A0A024R4E5;Q00341-2;H0Y394;H7C0A4;C9JIZ1;C9J5E5;H7C2D1;H7BZC3;C9JZI8;C9JES8;C9JK79;C9JHZ8;C9JHS7;C9JT62;C9JHN6;C9JEJ8;C9JBS3;C9JQ82;C9JMQ6;C9J739;C9JHS9	Q00341	Vigilin	HDLBP	3	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	29	29	29	27.8	27.8	27.8	141.45	0	217.08	15329000000	380	25.8320007324219	25.7162551879883	25.6504783630371	25.6333122253418	25.1506595611572	25.6017570495605
+	2.31542891985415	-0.599518458048504	A0A024R4M0;P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4	A0A024R4M0	40S ribosomal protein S9	RPS9	4	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	24	24	24	65.5	65.5	65.5	22.591	0	162.42	74672000000	621	28.566125869751	28.3662376403809	28.3948879241943	28.0111598968506	27.7883052825928	27.7292308807373
	0.670114117141958	-0.427749633789063	A0A024R571;Q9H4M9;C9JC03;C9J2Z4;C9JDQ8;C9JIJ3;C9IZH1	A0A024R571	EH domain-containing protein 1	EHD1	5	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	13	13	8	32.1	32.1	23.2	61.927	0	70.695	4418900000	125	24.2829856872559	24.2586803436279	24.0275764465332	23.5482788085938	24.3132667541504	23.4244480133057
+	2.97989642848836	-0.70053990681966	A0A024RA52;P25787;C9JCK5;H7C402;H3BT36	A0A024RA52	Proteasome subunit alpha type;Proteasome subunit alpha type-2	PSMA2	7	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	32.1	32.1	32.1	25.898	0	24.949	1138500000	33	22.0334873199463	22.0758762359619	22.1196842193604	21.4776363372803	21.4283885955811	21.2214031219482
	0.483681942003741	-0.473347345987957	A0A0G2JL47;A0A024RCR6;A0A0G2JK23;P46379-4;P46379-5;P46379-2;P46379;P46379-3;F6S6P2;X6REW1;A0A0G2JJM1;H0Y4L1;H0Y710	A0A0G2JL47	Large proline-rich protein BAG6	BAT3	10	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	5.2	5.2	5.2	113.46	0	38.52	727750000	27	21.3903713226318	21.1680927276611	21.3547172546387	20.104377746582	20.8297252655029	21.5590362548828
	0.0991975075727694	0.0348930358886719	A0A067XG54;Q8NB49-2;Q8NB49-3;Q8NB49-4;Q8NB49;H7C0E8	A0A067XG54	Phospholipid-transporting ATPase;Phospholipid-transporting ATPase IG	ATP11C	11	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	14	14	16.2	16.2	16.2	127.68	0	52.404	5006400000	140	24.2228775024414	24.2298603057861	24.4891014099121	24.4280300140381	24.1677551269531	24.4507331848145
	0.894915910056858	0.186034520467121	P11532;P11532-4;A0A087WTU7;E9PDN5;A0A087WV90;A0A075B6G3;P11532-2;P11532-3;P11532-5;P11532-6;E7EQR9;F8VX32;E7EQS5;E7ESB2;H0Y304;P11532-7;P11532-8;P11532-10;F5GZY3;P11532-9;H0Y3E8	P11532	Dystrophin	DMD	16	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	8	8	3.4	2.7	2.7	426.74	0	55.492	1487000000	32	22.6560440063477	22.6445598602295	22.6696453094482	22.7831268310547	23.0318565368652	22.7133693695068
+	1.27465322556819	1.55457750956218	A0A087WT45;A0A075B793;Q4V328-4;Q4V328;A0A087WXA6;Q4V328-3;Q4V328-2	A0A087WT45	GRIP1-associated protein 1	GRIPAP1	22	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	15.3	15.3	15.3	90.856	0	99.454	2150300000	43	20.2023429870605	21.6184997558594	22.0682525634766	22.9928436279297	22.9160842895508	22.6438999176025
	0.4912810137876	-0.308162053426106	K7EM73;K7EIV0;A0A075B7C0;K7ELJ7;A0A0C4DGQ5;P04632;U3KQE2;U3KPR7;K7EKD8	K7EM73	Calpain small subunit 1	CAPNS1	23	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	35.6	35.6	35.6	15.958	0	113.41	1113200000	43	22.4348926544189	22.3687438964844	22.3370971679688	22.2511005401611	22.4271354675293	21.5380115509033
	0.0187148880529422	0.0112266540527344	M0R1Z8;M0R1K0;M0QZM6;A0A087WSV0;I6LK00;I6LJZ9;I6LJZ7;Q9HB09-2;Q9HB09-3;Q9HB09	M0R1Z8	Bcl-2-like protein 12	BCL2L12	25	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	2	2	2	22.8	22.8	22.8	9.9963	0	3.1726	692230000	37	21.4870910644531	21.6085586547852	22.0097694396973	21.8617000579834	21.4713478088379	21.8060512542725
	1.321212845569	0.379807154337566	Q16881;A0A087WSW9;Q16881-3;Q16881-4;A0A087WSY9;Q16881-6;Q16881-2;Q16881-5;A0A182DWI3;E9PIR7;F8W809;Q16881-7;E2QRB9;E9PKD3;E9PKI4;E9PIZ5;A0A0B4J225;E9PLT3;A0A182DWF3;D3YTF8;E9PQI3;A0A182DWF2;E7EWK1;A0A096LPK7;Q9NNW7-2;Q9NNW7;A0A096LPD9	Q16881	Thioredoxin reductase 1, cytoplasmic	TXNRD1	28	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	27	27	27	70.905	0	39.616	3838900000	76	23.3625221252441	23.5684833526611	23.6566543579102	23.9464588165283	24.0649681091309	23.7156543731689
	1.2052627975117	-0.680863062540688	A0A087WTA5;E7ERK9;Q9UI10-3;Q9UI10;Q9UI10-2;A0A087WW69;F8W8L6;H7C2L8	A0A087WTA5	Translation initiation factor eIF-2B subunit delta	EIF2B4	33	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	15	15	15	38.8	38.8	38.8	57.495	0	65.663	5404000000	190	25.1268367767334	24.25537109375	24.7126655578613	24.0940208435059	23.8486175537109	24.1096458435059
	0.268427210389663	0.122504552205402	P11940;P11940-2;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YBN4;H0YAP2;E5RGH3;E5RJB9;E5RH24;H0YB86;Q4VXU2;Q4VXU2-2;E5RHG7;H0YAS6;H0YB75;H0YAS7;Q96DU9-2;Q96DU9;E5RFD8;E5RGC4;H0YAW6;H0YC10	P11940	Polyadenylate-binding protein 1;Polyadenylate-binding protein	PABPC1	41	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	30	30	19	46.5	46.5	28.3	70.67	0	323.31	75726000000	856	27.6826438903809	27.799898147583	28.2667350769043	28.0503540039063	27.9666976928711	28.099739074707
+	1.62826565375321	-0.757317225138348	A0A087WVR3;A0A087WTW0;Q96T88;Q96T88-2;A0A087WWG9;Q96PU4	A0A087WVR3	E3 ubiquitin-protein ligase UHRF1	UHRF1	44	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	12	12	12	18.1	18.1	18.1	91.099	0	51.053	2798700000	68	23.9750881195068	23.5084533691406	23.3950595855713	23.0092220306396	22.9608974456787	22.6365299224854
	0.454684408582026	-0.651512145996094	A0A087WX17;A0A087WU43;P12830;H3BNC6;A0A087WXI5;P12830-2;J3QKP1;H3BVI7	A0A087WX17	Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3	CDH1	50	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	4	11.1	11.1	10	71.369	0	177.92	864860000	64	21.979455947876	22.0821933746338	21.5836181640625	21.6847457885742	20.0436916351318	21.9622936248779
+	3.01326831343837	0.945428212483723	A0A087WU65;Q9NRW7;B7Z7G7;A0A1B0GXI6;Q9NRW7-2	A0A087WU65	Vacuolar protein sorting-associated protein 45	VPS45	53	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	3	3	3	12.1	12.1	12.1	50.736	0	72.65	714760000	27	19.5401878356934	19.7735424041748	19.5429668426514	20.599889755249	20.4172763824463	20.6758155822754
+	1.79045777788537	-0.474590301513672	E9PL01;A0A087WUC6;Q15005;E9PI68;E9PRB9;H0YE04	E9PL01	Signal peptidase complex subunit 2	SPCS2	57	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	8	8	8	53.5	53.5	53.5	17.027	0	47.543	6731700000	93	24.9239749908447	24.9832878112793	25.2460479736328	24.6730899810791	24.450984954834	24.6054649353027
	0.637932074495625	1.48472468058268	E7ETK0;A0A087WUS0;P62847-2;P62847-3;P62847;P62847-4	E7ETK0	40S ribosomal protein S24	RPS24	65	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	42.7	42.7	42.7	15.197	0	14.699	5326600000	109	23.1288681030273	22.1571216583252	23.0637168884277	24.8544807434082	25.633975982666	22.3154239654541
	1.22199187871099	-0.60171445210775	A0A087WUT6;O60841	A0A087WUT6	Eukaryotic translation initiation factor 5B	EIF5B	66	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	17	17	17	23.4	23.4	23.4	138.68	0	191.04	7804200000	180	25.1777858734131	24.6694717407227	24.586462020874	24.3176212310791	23.9334602355957	24.3774948120117
	1.18694443466641	-0.435296376546223	Q9NXU5;A0A087WUW9;A0A0B4J222	Q9NXU5	ADP-ribosylation factor-like protein 15	ARL15	68	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	19.1	19.1	19.1	22.876	0	6.8564	852440000	28	22.525447845459	22.0056285858154	22.1680603027344	21.7279586791992	21.7109966278076	21.9542922973633
	0.609613834970729	-0.252162933349609	A0A087WUZ3;Q01082;Q01082-3;Q01082-2;F8W6C1	A0A087WUZ3	Spectrin beta chain, non-erythrocytic 1	SPTBN1	69	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	46	46	44	25.5	25.5	24.4	274.83	0	308.22	16152000000	507	25.814920425415	26.0071449279785	25.925968170166	25.5184230804443	25.4571056365967	26.0160160064697
	0.835906916902073	-0.384726842244465	A0A087WV97;Q8WU79-2;Q8WU79;Q8WU79-3;X6RCC3	A0A087WV97	Stromal membrane-associated protein 2	SMAP2	72	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	6	22.9	22.9	21	46.382	0	19.482	3172600000	54	24.0037593841553	23.5880641937256	23.3665294647217	23.2337856292725	23.1084976196289	23.4618892669678
	0.36661032934951	-0.736356099446617	A0A087WVF7;Q9NZM3-2;Q9NZM3;Q9NZM3-4;Q9NZM3-3;E7EPJ2	A0A087WVF7	Intersectin-2	ITSN2	75	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	6.1	6.1	6.1	191.6	0	20.422	1306400000	66	22.1106662750244	22.2811603546143	22.1643524169922	21.850564956665	22.6573963165283	19.8391494750977
	0.243470882495196	0.147091547648113	A0A087WVM4;B7ZM99;Q6UB35;Q4VXM0;H0Y327;Q4VXM1;Q5JYA8;Q5JYA3;Q6UB35-2;Q4VXV2	A0A087WVM4	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	MTHFD1L	78	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	18	16	16	21.9	20.8	20.8	99.31	0	26.535	2165400000	111	22.6944904327393	23.2727012634277	22.6223659515381	22.8644981384277	23.2496109008789	22.9167232513428
	0.669874598139057	0.341438293457031	A0A087WVQ6;Q00610-2;Q00610;J3KS13;P53675-2;P53675;A0A087WX41;K7EJJ5;J3KRF5;J3KSQ2;F5H5N6;A0A087WV74;A0A087WXH4	A0A087WVQ6	Clathrin heavy chain;Clathrin heavy chain 1	CLTC	79	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	75	75	75	45.9	45.9	45.9	192.06	0	323.31	91870000000	1457	27.8767776489258	28.0209922790527	28.569787979126	28.4327297210693	28.3759632110596	28.6831798553467
	0.398140955253119	-0.478429158528648	Q96AY4;A0A087WW06;B0QYP5	Q96AY4	Tetratricopeptide repeat protein 28	TTC28	83	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	2.5	2.5	2.5	270.88	0	3.8221	905580000	39	21.5943660736084	21.475757598877	21.7035808563232	21.9947261810303	20.2492828369141	21.0944080352783
	0.261070609874088	-0.280307133992512	C9JAG1;A0A087WW58;Q9C0D9	C9JAG1	Ethanolaminephosphotransferase 1	EPT1	84	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	2	2	2	10	10	10	20.557	0	17.793	269760000	24	21.4537239074707	21.7633247375488	20.974702835083	20.443151473999	21.6795654296875	21.2281131744385
	0.557656851566925	-0.952994028727215	A0A0C4DGT3;A0A087WWK8;Q6DN90-2;Q6DN90;A0A0G2JLG2;Q9UPP2-2;Q9UPP2	A0A0C4DGT3	IQ motif and SEC7 domain-containing protein 1	IQSEC1	90	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	6	12.5	12.5	9.5	91.997	0	25.581	1957700000	57	23.2032623291016	23.0041542053223	22.9503803253174	20.6096343994141	22.6454620361328	23.0437183380127
	0.9686798518271	-0.597803115844727	A0A087WX99;P55283-2;P55283;A0A0G2JRA4	A0A087WX99	Cadherin-4	CDH4	95	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	3.8	3.8	3.8	90.137	0	3.0577	322350000	9	21.3590679168701	21.5256385803223	22.1027755737305	20.7044830322266	21.2774219512939	21.2121677398682
	1.34033028001588	0.426655451456703	A0A087WXC5;E7ESZ7;O95299;O95299-2;Q8N1B9;C9J6X0;H7C2W5;H7C1Y7;H7C2X4	A0A087WXC5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUFA10	96	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	40.6	40.6	40.6	40.836	0	61.098	4991200000	120	23.5512161254883	23.9758758544922	23.9104957580566	24.1015739440918	24.3032665252686	24.3127136230469
+	2.17195288332327	0.658882776896156	A0A087WXK8;Q9H4H8;Q9H4H8-2	A0A087WXK8	Protein FAM83D	FAM83D	97	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	16.7	16.7	16.7	67.664	0	49.215	3089300000	131	23.1336421966553	23.026969909668	23.2961406707764	23.9801540374756	23.6304531097412	23.8227939605713
	0.440558431743241	0.259174346923828	A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;P18621-2;A0A087WY81;J3KSJ0	A0A087WXM6	60S ribosomal protein L17	RPL17	98	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	18	18	18	66.9	66.9	66.9	19.586	0	323.31	38541000000	459	26.889368057251	26.3108081817627	26.5646362304688	27.2251777648926	26.6672267913818	26.6499309539795
	0.688254119571	-0.510598500569664	A0A087WXN9;Q765P7;Q765P7-2;I3L2G4	A0A087WXN9	MTSS1-like protein	MTSS1L	99	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	20.6	20.6	20.6	79.797	0	47.129	2413900000	83	23.9240646362305	24.0539932250977	22.985652923584	23.1770496368408	23.0907135009766	23.1641521453857
	0.84066735757673	-1.44588534037272	A0A087WXX9;P54646	A0A087WXX9	5-AMP-activated protein kinase catalytic subunit alpha-2	PRKAA2	104	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	7	7	25.9	16.8	16.8	62.319	0	14.443	1331200000	61	21.9271984100342	22.1392116546631	22.7480869293213	22.2263221740723	20.6336727142334	19.6168460845947
	0.942147386310238	-1.43968709309896	A0A087WY55;Q9NP79;Q5TGM0;Q9NP79-2	A0A087WY55	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	106	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	17.5	17.5	17.5	31.102	0	166.61	1955900000	101	23.4280300140381	23.684103012085	23.1128787994385	22.5199661254883	20.5871715545654	22.7988128662109
	1.03951344224014	-0.834868113199871	A0A087WYT3;Q15185-3;Q15185-4;Q15185;Q15185-2;B4DDC6	A0A087WYT3	Prostaglandin E synthase 3	PTGES3	115	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	29.9	29.9	29.9	19.155	0	107.76	7174100000	101	24.6491069793701	25.0897045135498	25.1619644165039	23.7812671661377	23.7999591827393	24.8149452209473
	0.744742649021453	-0.888537089029949	A0A087WZ13;E9PAU2;Q8IY67-2;Q8IY67;K7EKR9;K7EQG2;Q8IY67-3	A0A087WZ13	Ribonucleoprotein PTB-binding 1	RAVER1	118	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	30.4	30.4	30.4	77.843	0	33.377	798340000	40	22.472017288208	22.8369770050049	21.9343433380127	22.4600639343262	20.8615131378174	21.2561492919922
+	2.00911682603747	-0.574700037638348	A0A087WZ40;Q14244-5;Q14244-3;Q14244-6;Q14244;Q14244-7;Q14244-2;Q14244-4	A0A087WZ40	Ensconsin	MAP7	120	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	4.9	4.9	4.9	87.817	0	10.485	1106600000	63	22.4183864593506	22.6349792480469	22.6272735595703	21.8716220855713	21.8963375091553	22.1885795593262
	0.970118889615913	-0.457425435384117	A0A087WZG9;B4DSP0;Q86TG7-2;A0A087WXK2;A0A087WUL4;A0A087WX23;Q86TG7;A0A087WYS2	A0A087WZG9	Retrotransposon-derived protein PEG10	PEG10	124	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	29.2	29.2	29.2	40.471	0	46.301	4011600000	88	24.3142356872559	24.4291172027588	24.171501159668	23.7922325134277	24.2321319580078	23.5182132720947
	0.0455231961894731	-0.0303389231363909	A0A087WZK9;B3KS98;O15372;E5RHC7;E5RH59;E5RFW7;E5RFH0;E5RGU4;E5RJT0	A0A087WZK9	Eukaryotic translation initiation factor 3 subunit H	EIF3H	125	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	18.6	18.6	18.6	39.589	0	64.73	1617200000	65	22.564790725708	22.731029510498	22.4388561248779	22.3820018768311	22.2938137054443	22.9678440093994
	1.04021783346101	-0.258770624796547	A0A087WZN1;O43837;A0A087X2E5;O43837-2;O43837-3;A0A0D9SG66	A0A087WZN1	Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B	128	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	12	12	12	30.5	30.5	30.5	42.41	0	183.62	8666500000	255	25.1870307922363	25.3584041595459	25.1759986877441	25.0267753601074	24.7889518737793	25.12939453125
+	1.918131227875	-1.15698115030925	A0A087X0T8;A0A087X105;A0A087WZW4;A0A087X1W8;A0A0A0MTJ8;A0A087WZR6;X5DQS5;Q9BY67-2;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;F5H125;H0YG94;F5H8J9	A0A087X0T8	Cell adhesion molecule 1	CADM1	129	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	4	4	4	24.3	24.3	24.3	38.78	0	54.396	4976900000	78	25.420919418335	24.9591217041016	24.5157489776611	23.769006729126	23.7547073364258	23.9011325836182
+	1.59034580512389	-1.24824651082357	A0A087X054;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;Q9Y4L1-2;J3KTF1;Q9BST8;J3QQH7;J3QLE9;J3QL06	A0A087X054	Hypoxia up-regulated protein 1	HYOU1	133	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	11.7	11.7	11.7	104.78	0	103.43	367370000	40	21.5748252868652	22.3691959381104	21.1690101623535	20.5994148254395	20.3517551422119	20.417121887207
	1.07790564346684	0.702339172363281	A0A087X0M0;Q7Z5L2-2;Q7Z5L2;Q7Z5L2-3	A0A087X0M0	Coiled-coil domain-containing protein R3HCC1L	R3HCC1L	137	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	2	2	2	3.5	3.5	3.5	87.882	0	3.559	297940000	37	19.8966255187988	20.2082443237305	20.3476524353027	20.3113059997559	21.2129993438721	21.0352344512939
	0.909846771428936	0.569402694702148	A0A087X0P0;Q02224-3;Q02224-2;Q02224;D6RBW0;D6RHK2	A0A087X0P0	Kinesin-like protein;Centromere-associated protein E	CENPE	139	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	17	17	17	9	9	9	312.1	0	66.716	2200800000	73	23.104024887085	22.4040298461914	23.1661930084229	23.1823329925537	23.4632625579834	23.7368602752686
	0.250239310476375	-0.212084452311199	Q04206;Q04206-3;Q04206-2;A0A087X0W8;E9PKH5;Q2TAM5;Q04206-4;A0A087WVP0;E9PKV4;E9PQS6;E9PI38;E9PMD5;E9PNV4;E9PRX2;E9PJR1;E9PM47;E9PN69;E9PNK5;E9PJZ9	Q04206	Transcription factor p65	RELA	141	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	24.7	24.7	24.7	60.218	0	76.419	5699700000	127	24.5636043548584	24.0605220794678	24.943868637085	24.1738662719727	24.0210666656494	24.7368087768555
+	2.11996527248237	-0.604806264241539	O95793;O95793-2;A0A087X1A5;Q5JW30;A0A0A0MTC4;A0A0A0MTC5;E9PH62;E7EVJ4;A0A0A0MTC6;E7EPX0;A0A0A0MTD1;G5EA18;F8VPI7;E5RJN7;Q9NUL3-3;Q9NUL3-8;Q9NUL3-4;Q9NUL3-7;Q9NUL3-6;Q9NUL3-2;Q9NUL3;E7EVI1	O95793	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	144	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	16	16	1	33.1	33.1	1.7	63.182	0	291.96	14857000000	333	26.1535034179688	26.0968971252441	25.8993358612061	25.3590412139893	25.3437404632568	25.6325359344482
	0.787521319112751	-0.314125696818031	A0A087X1U1;Q9UPQ3-2;Q9UPQ3;E7EUN2;F5GXM9;Q9UPQ3-3;A0A087X044;H7C0A7;A0A0D9SFU9;F8VVT9;J3KQL4;A0A096LNP0;C9J8Z2;H7C211;J3KNM6;A6NIR3;Q99490-2;A8MT82;Q99490	A0A087X1U1	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1	AGAP1	148	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	9	7	6	17.9	14.7	12.1	82.688	0	42.025	1019200000	75	21.8100986480713	22.1716079711914	22.3174686431885	21.5749626159668	21.8788604736328	21.9029750823975
	0.229628071354211	-0.269464492797852	A0A087X1Z3;Q9UL46;H0YM70;H0YLG1;H0YLD2;H0YKU2	A0A087X1Z3	Proteasome activator complex subunit 2	PSME2	150	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	46.1	46.1	46.1	29.126	0	58.873	2289000000	81	23.6488876342773	23.82493019104	23.4795112609863	23.4999656677246	24.0932140350342	22.5517559051514
	0.107249739589674	0.209262212117512	A0A087X211;Q8TCG1;Q8TCG1-2;F8WAX6;F8WF26	A0A087X211	Protein CIP2A	KIAA1524	151	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	11.4	11.4	11.4	102.28	0	18.41	1313900000	30	21.9010963439941	22.0015449523926	22.3185176849365	22.8003940582275	20.9106998443604	23.1378517150879
+	1.77720940993086	-1.07090123494466	A0A087X271;B4DDF4;B4DUT8;Q99439;K7ES69;H3BVI6;Q99439-2;A0A087X1X5;A0A087WV51;H3BQH0	A0A087X271	Calponin;Calponin-2	CNN2	153	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	12	12	72.1	72.1	72.1	19.757	0	323.31	15567000000	197	26.4750328063965	26.5780200958252	26.1236839294434	25.497257232666	24.8597011566162	25.6070747375488
	1.08901744385206	-0.503819783528645	I3L192;A0A087X2B5;P35613-2;P35613;R4GMX5;A0A087WUV8;P35613-3;P35613-4;R4GN83	I3L192	Basigin	BSG	154	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	3	3	3	23.1	23.1	23.1	17.247	0	6.0328	864320000	23	22.205114364624	22.6407051086426	22.0864105224609	21.89426612854	21.5373477935791	21.9891567230225
	1.22954479822887	-0.570856094360352	A0A087X2D0;P84103-2;P84103	A0A087X2D0	Serine/arginine-rich splicing factor 3	SRSF3	155	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	45.3	45.3	45.3	10.32	0	28.969	2279200000	71	22.821081161499	23.2929153442383	23.1933555603027	22.2058906555176	22.6589221954346	22.7299709320068
+	1.63920890852703	0.895160039265949	A0A087X2H1;Q9ULT8;H0YJP0;G3V4V5;H0YJD4;A0A087WVU6	A0A087X2H1	E3 ubiquitin-protein ligase HECTD1	HECTD1	156	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	31	31	31	16.4	16.4	16.4	289.63	0	125.09	5116300000	147	23.6522846221924	23.7117729187012	24.3352451324463	24.7670383453369	25.0156745910645	24.6020698547363
	0.498900688710302	0.337330500284828	A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJE9;H0YJT1;H0YJD2;H0YJY8;H0YJX2	A0A087X2I1	26S protease regulatory subunit 10B	PSMC6	157	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	28	28	28	45.796	0	52.425	4294600000	120	23.5656967163086	24.0510902404785	23.9528713226318	23.8251247406006	24.6844234466553	24.0721015930176
	0.204286729152758	0.0911178588867188	A0A088AWN3;A0A0A0MSY4;Q9BZ29-3;Q9BZ29-5;Q9BZ29;Q9BZ29-4;A0A0A0MT38;Q6ZSL5;Q9BZ29-6;A0A0D9SFH5;H0Y3S1;H7BZ79;Q5JUD3;Q5JUD8	A0A088AWN3	Dedicator of cytokinesis protein 9	DOCK9	158	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	15	14	14	11.1	10.6	10.6	237.91	0	50.88	1510500000	66	22.6030654907227	22.4099960327148	22.940055847168	22.871997833252	22.61110496521	22.7433681488037
	1.10102616097489	1.12995719909668	A0A096LNH6;Q14185	A0A096LNH6	Dedicator of cytokinesis protein 1	DOCK1	160	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	12	12	11	8.6	8.6	8.1	217.75	0	16.392	1975800000	52	21.6153545379639	22.4392108917236	22.3375606536865	23.3357906341553	23.9249706268311	22.5212364196777
	0.0925511828402711	-0.110206604003906	A0A096LPI6;A0A096LP73;A0A096LNH5;H7C2G3;F2Z2Q0;A0A096LP12;A0A0B4J2D5;P30042;A0A096LNJ1;A0A0B4J2H4;H7C1F6;P30042-2	A0A096LPI6	ES1 protein homolog, mitochondrial	C21orf33	163	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	3	19	19	14.3	30.376	0	27.105	393560000	11	21.351053237915	21.6226558685303	21.2927188873291	21.163890838623	22.0886001586914	20.6833171844482
